Gene.name,log2FoldChange,padj
AABR07015040.1,-0.275842543,0.396017282
Slc25a11,0.060369137,0.396549139
Cyp20a1,-0.1182347,0.396647922
Mageh1,0.076643163,0.39673315
Stx18,0.101290537,0.396931197
Mid1ip1,-0.066589551,0.397089486
Nit2,-0.145582861,0.397354241
Aaas,0.07102229,0.397441631
Cdkal1,-0.17247728,0.397682586
Mrpl46,-0.08105905,0.397837404
Rab5a,0.080916505,0.398169129
Piwil2,-0.233235776,0.398377279
Bend5,-0.106384028,0.398488938
Tmem74,-0.095592653,0.39868091
Xylt2,-0.077157032,0.399067674
Mfsd11,0.094788321,0.399240993
AABR07051190.1,0.219488701,0.399366077
Ptpru,-0.075334735,0.399528935
Zfp174,-0.119802692,0.39976789
Abca2,-0.065790386,0.399773419
Clip4,-0.101844019,0.40001407
Ppil6,0.17150235,0.400191416
Rbbp7,0.058913684,0.400624188
Crat,-0.087167876,0.400795549
Ak5,0.072070546,0.401340402
AABR07064873.1,0.067881102,0.401340402
Phb2,-0.046972118,0.401498947
Prr32,0.235089133,0.401531112
Camk2g,-0.053692437,0.401698931
Ranbp9,0.066380985,0.401718759
Marchf2,-0.069339702,0.401754934
Gab2,-0.084043069,0.402140644
Gskip,-0.124987609,0.402140644
Rnaseh2c,0.140124719,0.402157022
Inpp5e,0.076983827,0.40278764
Nt5c1a,-0.185734005,0.403988117
Pemt,-0.225601677,0.404347973
Met,-0.172643967,0.404657061
Slc30a9,0.064008146,0.40466422
Lck,-0.119362854,0.40497289
Bcl10,0.116072516,0.405116929
Irgq,0.066790048,0.405116929
Pygl,-0.18466795,0.405263017
Hypk,0.1250353,0.405306443
Dera,-0.284861692,0.405426561
Ppp4c,0.055233507,0.406325882
AC239701.4,0.176021021,0.406344538
Mus81,-0.096563181,0.40686243
Thbs3,0.175930615,0.40686243
Ino80d,-0.078023094,0.406934995
Ppp2r2a,0.067336933,0.406934995
AABR07007121.1,0.102176205,0.406934995
Rfx1,0.12166433,0.407102701
Qtrt2,0.151506462,0.407180573
Me3,-0.118639485,0.407320908
RGD1560854,-0.181179546,0.407320908
Popdc2,-0.178418065,0.407367029
Sesn3,-0.116195096,0.408022863
AABR07021888.1,-0.27100813,0.408172013
Alg8,-0.208034988,0.408312144
Zfp143,-0.119936827,0.408312144
Cep290,0.127898061,0.408443954
AABR07041096.1,0.234631719,0.408958555
Efl1,-0.094804946,0.409178756
Gpd1l,0.046370142,0.409252319
Cask,-0.078420461,0.409366785
Cct6a,-0.053477249,0.409366785
Myh4,-0.280189134,0.409495679
Rreb1,0.550371068,0.409562039
AC130391.5,0.18714277,0.409827704
AABR07026294.1,0.105324394,0.410026507
Tp53bp2,0.061542463,0.411366057
AC109958.1,0.088702714,0.412877048
Atp6v0e2,0.040723566,0.413585815
Rab22a,-0.05722979,0.414132439
Tmem41b,-0.075177105,0.414196116
Aftph,-0.052330445,0.414467474
Cenpm,0.261829548,0.414467474
Slc35f1,0.066296561,0.414820998
Fam172a,0.088976374,0.414967418
Ncoa3,0.051378223,0.415407966
Nfrkb,-0.074054653,0.415554567
Tmem178b,0.05264831,0.415891088
Tsen54,0.125045857,0.416114477
Snx6,-0.09134448,0.416416205
RGD1304884,-0.106463983,0.416663553
Mfsd12,-0.074226817,0.416663553
Mpp7,-0.231354495,0.416663553
Jakmip2,-0.044528424,0.416663553
Vsx2,0.223552387,0.416663553
Metrnl,0.220918854,0.417177463
Cpt1a,-0.370216147,0.417177463
Ddit3,0.142982179,0.417338401
Gpnmb,-0.527823863,0.417404729
Pik3r2,-0.050184135,0.41752673
Galnt2,-0.039649164,0.418518769
Uhrf1bp1,-0.057243448,0.41853689
Disp1,-0.100633009,0.418592815
Chid1,-0.052717028,0.418932205
Irf6,-0.13966161,0.419615609
Slc35f5,-0.07742407,0.419903352
Rasa4,-0.260357893,0.419903352
Cep128,0.120202592,0.420386867
Sfswap,0.065613605,0.42053774
Rab4b,0.051598517,0.421309018
Zfp276,-0.12040058,0.42139734
Rnf5,0.051749059,0.421419303
Rps27l,0.165414461,0.422080983
Ak6,-0.192611144,0.422096904
Rab15,0.058413034,0.422188704
AABR07063424.1,0.577221694,0.422759063
AABR07060318.1,0.273348297,0.422759063
Lxn,0.235551758,0.422816065
Snrpf,-0.213444832,0.423014741
Epm2aip1,0.051259434,0.423070121
AABR07043748.2,0.175906259,0.423644171
Fam210b,-0.23783529,0.423981674
Wdr74,-0.062253875,0.42453767
Hrc,-0.263631447,0.424739824
AABR07071765.1,-0.216685862,0.42488551
Tmem266,-0.154717288,0.425009954
Gdpd1,-0.045472535,0.42514089
Psmd2,-0.038754156,0.42514089
Haus3,0.129178396,0.425542725
H4f3,0.291286358,0.42607492
Med15,0.082631687,0.426245457
Sec11c,0.064371546,0.426437936
Sh3glb2,0.075128919,0.426676803
Memo1,-0.109756137,0.426676803
Ino80e,-0.063818576,0.426676803
Tubb5,-0.086344256,0.426825229
Kcnh4,-0.190616958,0.427051644
Usp47,-0.049436897,0.427231038
Ufm1,0.06510859,0.427332442
Kmt5a,-0.057952602,0.427415488
Cby3,0.218480698,0.427415488
Trmt10a,-0.090342668,0.42757708
Sike1,-0.055948488,0.428779978
Slc25a35,-0.228888455,0.428842108
Camkmt,-0.134308412,0.429237601
Fyttd1,0.069536714,0.429237601
Sez6l2,-0.041577245,0.42929323
Sars1,0.052969435,0.429718217
Mir3597-2,0.145738376,0.429718217
Prickle3,-0.174507497,0.430214366
Gjd3,-0.245850997,0.431097144
Txnrd2,-0.100327714,0.43152866
Ppp1ca,0.035731908,0.431658949
Invs,0.175644033,0.431686138
Sez6,0.065392088,0.43188323
Nenf,0.123211517,0.431890299
Osbp,-0.034854576,0.432007752
RGD1561916,-0.219891035,0.432414297
Farsa,-0.055829957,0.432420851
Ugt1a6,-0.263016846,0.43246759
Luc7l3,0.102413991,0.432648309
Cplx2,0.096639246,0.432820764
LOC103694863,-0.099105752,0.432951739
Eif4g3,0.042247804,0.43315771
Mad2l1,-0.128226591,0.433207871
Lrpprc,0.052151945,0.433342065
AABR07056686.1,0.211606967,0.433396207
Mroh8,-0.219928347,0.433396207
Rmdn1,-0.143590239,0.433651864
Jmjd7,0.178294322,0.434329013
Chga,0.045712958,0.434746517
Birc5,0.186875895,0.434767331
Ibtk,-0.080558564,0.434821366
Sumf1,-0.095983621,0.435531856
AABR07036010.3,-0.241979448,0.435718038
Med29,0.074767312,0.436327676
Pdzd7,-0.216153538,0.436427642
Mitd1,-0.201157576,0.437019038
Akap10,-0.077728249,0.437046439
Dhx40,0.093274243,0.437371138
Brdt,-0.195102954,0.437891403
Zfp955a,-0.086748595,0.437897838
AABR07028995.2,0.232441761,0.438046463
Pla2g4b,0.1300756,0.438309386
Mettl18,0.269253131,0.438311239
Klf10,-0.084488438,0.438481644
Psmd10,0.167288759,0.438559653
Slc31a2,-0.231970093,0.438559653
AABR07036411.1,0.26420064,0.438755682
Dennd6b,-0.110724147,0.43952079
Prss50,-0.282501986,0.439577878
LOC108348276,-0.084500935,0.439640818
Usp1,0.124128945,0.440014729
AABR07037356.1,0.075280618,0.44020816
Gtf3a,-0.062196549,0.440506083
LOC100910438,-0.077963786,0.441181403
Mto1,0.081195627,0.441927096
Zw10,0.074148609,0.441936126
Ppp1r12c,0.065485508,0.442030964
Zfp275,-0.091863054,0.442481998
Kcnq2,0.063217396,0.442512697
Fnbp1,-0.060500412,0.443037921
Styk1,0.307773833,0.443403727
Marchf1,0.062606838,0.444148252
LOC103689960,-0.173511106,0.444544885
Akr7a2,-0.085771993,0.44462682
LOC498675,0.148139404,0.444640226
Ebi3,-0.175260752,0.444640226
Cpsf7,0.058590982,0.444744024
Lamtor2,0.066584672,0.444744024
AABR07034438.1,-0.054034939,0.444744024
Igf2r,0.059407239,0.444779631
AC105604.1,-0.27654062,0.445125846
Trpm4,-0.093082653,0.44513665
Mrpl43,-0.087392659,0.446220095
Slc6a15,-0.075359583,0.446554297
Tmem132d,-0.210269029,0.446798449
Caly,-0.048394448,0.447058208
Sntb2,0.144538729,0.447196443
Pmm2,0.071434064,0.447196443
Atxn7l2,-0.094444929,0.447365351
Ndrg4,0.040344257,0.447434619
Ankrd53,0.077682086,0.448211007
Farp1,-0.036390929,0.448661962
LOC108348096,0.07396754,0.450025595
Med19,0.086200496,0.450834736
AC118165.1,-0.083411795,0.45090891
Fcgr2a,-0.1597651,0.451377112
Bsn,-0.06686304,0.451693441
Pdzd9,-0.23216655,0.452393511
Ttll3,0.160407054,0.452677698
Ccdc22,0.081165997,0.453226021
Nkd1,-0.229354577,0.453227903
Zfp763,-0.08831566,0.453258528
Sppl2b,-0.065989304,0.453413373
Ndufs4,0.058598528,0.453413373
Itgbl1,-0.254323697,0.453420431
Necab1,-0.084857752,0.45399691
Ralb,-0.071724904,0.45399691
Crhr1,-0.114431591,0.454074543
Lrrfip2,0.084795749,0.454107572
AABR07028902.1,0.078942407,0.454240372
Fam83d,-0.21631061,0.45424134
Rb1,0.122101467,0.45424134
Ghr,0.227103144,0.454270096
AABR07065531.16,0.28295376,0.454464807
Kdm4d,-0.270016859,0.454895064
Rai14,0.096708186,0.454971797
Pik3ap1,-0.186522402,0.45509366
Dnajb11,0.067875679,0.455281922
Parvb,0.081023827,0.455347267
AC126572.1,0.069539415,0.455355105
Clec2l,0.066212061,0.455695324
AABR07047835.1,0.219991042,0.456259615
Sparc,0.138016646,0.456688769
Rab12,-0.057906656,0.456766978
LOC100911734,-0.062325676,0.456766978
Lman2,0.053125211,0.45707389
Ociad2,-0.09707436,0.457337461
Slc26a11,-0.112743086,0.457438202
Ncapg,-0.193652181,0.457594599
Tp53tg5,-0.189412053,0.457594599
Yy1,-0.061314054,0.457856072
Pank4,-0.081885869,0.458125423
Npc2,-0.096338764,0.458377708
Cyb5r4,-0.082180728,0.458477987
LOC108348055,-0.119212336,0.458799061
Prmt1,-0.047633654,0.4589052
Smndc1,-0.067745218,0.459732477
Arhgdia,-0.047359915,0.459967501
Smim26,0.087214435,0.460063453
Sgk3,-0.233088951,0.460088222
Eef1akmt2,0.109514977,0.460367122
LOC500331,-0.229564537,0.460488959
Fry,-0.038156486,0.460488959
Mrps22,-0.073783866,0.460576905
Rfng,-0.047017882,0.460645297
Reep4,-0.20356989,0.460698136
Pi15,-0.346076495,0.460904181
Slc26a8,0.094190944,0.460904181
Tcfl5,0.11775368,0.461325347
Mir770,0.296724105,0.461325981
AABR07054096.1,0.182343929,0.461450323
Nmd3,0.087796214,0.461534131
Prrt2,0.087216935,0.461877968
Epb41,-0.07349896,0.461964167
Ly6h,0.05054158,0.462136112
Ttc39a,0.13159108,0.462136112
Carmil2,-0.061439479,0.462559382
Pxn,0.118598788,0.462816765
Cfap53,-0.179076444,0.463431964
Pcdhb22,0.084632657,0.463681565
Slf1,-0.115955382,0.463716885
Smtnl2,-0.14603351,0.463732167
Irak3,0.292410029,0.464018202
Cd44,-0.276199169,0.464100618
Ndufv1,0.045297739,0.464411603
Coro7,0.048761796,0.465776029
Dlk2,-0.12388043,0.465947226
Vwa2,-0.169379948,0.465947226
LOC100125364,-0.075110687,0.465947226
Naxe,0.066353543,0.465947226
Cflar,0.13934618,0.466036771
LOC685067,-0.30701209,0.466036771
Fyb1,0.208588647,0.466042618
Rps4y2,0.242699861,0.466348556
Mfsd10,-0.121295554,0.466409487
RGD1560436,0.187945735,0.466839129
Pacs1,0.036007896,0.466880532
Ube2j1,-0.072207583,0.467115439
Rtn2,0.039334628,0.467159993
Tut7,0.055774464,0.467214313
Prpf19,-0.036911512,0.467214313
Fdx1,0.118422832,0.467214313
Megf11,-0.107930452,0.467330817
Yes1,-0.109634728,0.467335419
Kcnj9,0.071041521,0.467796256
Arl6ip5,-0.045216989,0.467825854
Aurkc,0.143260786,0.467977289
Map4k3,-0.058760032,0.468014102
Pp2d1,-0.144407925,0.468456991
Tufm,-0.039661567,0.468517069
Nkiras1,-0.079756323,0.469226288
Gpc4,-0.140053099,0.469655885
Rasgrp2,-0.113412994,0.469655885
Bmf,-0.269928607,0.469789425
AABR07058884.2,0.105116533,0.469958265
Bet1,-0.154309075,0.470324518
Xrn1,0.077411036,0.470612253
Adam22,0.048546792,0.470667272
Actr5,-0.077876429,0.471081965
Nubp2,-0.07973208,0.47213239
Lingo1,0.051643887,0.47213239
Arfip1,-0.173067382,0.47213239
B9d2,-0.070953569,0.472414317
Spp1,-0.424578243,0.472430857
Mboat1,-0.276317201,0.472955762
Tank,0.172613066,0.473019491
Drc1,0.191272928,0.473169212
Pstpip2,0.284497939,0.473198191
LOC679881,-0.258661313,0.473333362
Commd8,-0.069529064,0.473457266
Slc27a2,-0.224792292,0.473457266
Efnb1,0.054028526,0.473484041
Slx1b,-0.101912962,0.473504583
Olig1,0.770602479,0.473695488
AABR07054355.1,0.185423753,0.473774656
Spg11,0.049219837,0.473796911
Fam92a,0.077847563,0.473876454
Dhrs1,0.135155169,0.474492119
Kcnk6,0.21398251,0.47451446
LOC361985,-0.049693735,0.475435212
RragB,0.070094752,0.475503972
Ascc3,0.066078528,0.475503972
Prss12,-0.072486893,0.475951278
Nedd4,0.049549732,0.47642641
B4galt2,0.04682725,0.47642641
Zfp706,0.0767619,0.47642641
Lmbr1l,0.099593357,0.47642641
Mios,0.082941371,0.476513955
AABR07006160.1,0.167367025,0.476633483
Pdf,-0.121560533,0.476633483
LOC100911196,-0.073558176,0.477252614
AABR07047011.1,0.132319241,0.478453049
Fam207a,-0.052638944,0.478453049
Itm2b,0.033761685,0.479936341
AC115420.2,0.171661744,0.480118523
RGD1559962,0.274954794,0.480252515
Reep3,-0.114050838,0.480252515
Tmed7,-0.050958194,0.480252515
AABR07066109.1,0.203634067,0.480445829
Napg,-0.056831888,0.480472277
Disp3,-0.073702809,0.480626976
Fsd1,-0.052009818,0.480626976
Srsf11,0.037756828,0.480769956
Clcn1,-0.154406476,0.480769956
LOC103694079,-0.203654823,0.480769956
Mettl14,-0.08483296,0.48077271
Polrmt,-0.089664224,0.480781058
Hmgn1,-0.063402609,0.481721077
Rbks,0.181093524,0.482067373
Kif9,-0.204972813,0.482356808
Ddx52,-0.094058088,0.482395902
Orc2,0.092440946,0.482740507
Ip6k1,0.037742193,0.482824635
Dcaf11,0.047630608,0.483093033
Adk,-0.102587901,0.483354706
Pi4k2a,0.059376736,0.483354706
Tmem108,0.056928224,0.483354706
Mark3,0.032860697,0.483518335
RT1-S3,0.207958697,0.483821377
Hsd17b10,-0.119264325,0.484508441
Capn12,-0.218319709,0.484540862
Phf7,-0.125173144,0.484771237
Tbc1d24,-0.036590034,0.485873225
Mex3d,-0.050237533,0.485982605
Trip6,0.235554226,0.485982605
Acad11,0.253125363,0.485992645
AABR07057247.1,0.231349297,0.486506374
Tspan33,-0.117986304,0.486525788
Eloa,0.040029208,0.486549438
Rbm38,0.133404912,0.486560966
Pfpl,-0.265256244,0.487073444
Xiap,-0.104259283,0.487105033
Myt1,0.097760818,0.487897611
Klhl7,0.055841306,0.488119905
AABR07051501.1,-0.139650611,0.488748719
Osgepl1,-0.121664343,0.488748719
Hinfp,-0.084140283,0.489135593
Rpph1,0.153853139,0.489310012
Ilf2,0.056833798,0.489333059
Sumo4,0.089014123,0.489333059
Wdr82,0.028099923,0.489490975
Sec23a,-0.048927178,0.48957453
Gemin7,-0.0962021,0.48957453
Dcaf1,0.058974435,0.489748954
Acyp2,0.091024819,0.490049577
Tug1,-0.072770823,0.490094576
Slc12a4,-0.201373644,0.490149816
Stard13,-0.159832419,0.490222837
Tmem86b,-0.216227209,0.49030478
Usp24,0.048419787,0.49054873
Nipbl,0.059168489,0.490788417
Wdr54,0.071119199,0.491011073
Arnt2,0.047506508,0.491011073
Gar1,0.101195494,0.49106796
Olfm3,0.092202047,0.491353321
Grid2,0.105861304,0.491353321
Pgm3,-0.059702422,0.491375467
AC119536.1,0.200745097,0.491918495
Lrrc58,-0.065404284,0.492251598
Dut,-0.097111345,0.492263509
Sorcs1,-0.091604477,0.492263509
Ankrd35,-0.222010053,0.492263509
Slc33a1,-0.07205155,0.492263509
Eif2b4,0.053566853,0.492431569
Atp6v0e1,0.109660839,0.492447656
AABR07056680.1,-0.238135983,0.493088973
Ralgps1,-0.052441815,0.493165143
Kcnc2,0.12035297,0.493941894
AABR07071210.2,-0.275632863,0.493941894
Serf1,0.095907058,0.49423731
Vav3,0.160630196,0.494645566
Ryr1,0.19623258,0.494752389
Tmem63b,0.048660257,0.494795544
Scrt1,0.068479913,0.49561651
Ndrg1,-0.05139582,0.495632083
LOC103689964,0.104905957,0.495632083
Tmod3,0.095664744,0.495691368
Hmga1,0.098647427,0.495777165
RGD1310819,-0.082330763,0.496424964
Igf1r,0.050771877,0.496889529
Arf6,0.040544789,0.496931952
Khk,0.114208236,0.497213576
Kdm1a,0.0353354,0.497708217
Erbb3,0.225049987,0.497922149
Tp53i13,-0.156192288,0.498124733
AC096239.3,-0.130638046,0.498942313
Nckap5,-0.105028577,0.499444354
Esam,-0.185754883,0.499715591
Pkmyt1,0.160475011,0.500316287
Mrps25,0.052501678,0.500617655
Cacna1d,0.054743445,0.500717683
Pex5l,0.083795674,0.501011695
Spcs1,-0.065345211,0.501011695
Poglut2,0.109269123,0.501011695
Nudt9,-0.075450235,0.501442952
Abat,-0.063770293,0.501588795
Tmem250,-0.064263606,0.501588795
Elavl4,-0.090984518,0.502213109
Arpc1b,-0.146057887,0.502408964
AABR07002945.1,0.158833332,0.502543784
Cntn6,-0.185561853,0.502543784
Aldh2,0.054319807,0.502547202
Abcb8,-0.054201318,0.502573564
Nav1,0.0570244,0.502627101
AABR07059198.2,-0.238309246,0.50266958
Nr1i3,-0.088233932,0.502864652
Nek8,-0.183144322,0.503491828
Zfp560,-0.122379189,0.504162176
Acta1,0.08808653,0.504209018
Nap1l3,-0.055095243,0.504363198
LOC691921,-0.127700797,0.504523766
Scd2,0.051110679,0.504644597
AABR07015042.1,0.554315458,0.505091038
Fam174b,-0.088412911,0.505331352
Fam102b,0.085390922,0.506347072
Atad1,0.045898576,0.506389971
Crym,0.212118051,0.506438283
LOC103692170,-0.118964143,0.506459335
Odf2l,0.202477892,0.506870278
Sfxn5,-0.049340937,0.508213048
Zfp398,-0.054918585,0.508213048
Hsd17b8,-0.087270694,0.508624276
Brf2,0.073194502,0.508658083
Fgf14,0.111812689,0.508856181
Ccdc159,0.133099384,0.508856181
AC108572.3,0.233184723,0.508950272
Ccdc167,-0.133648642,0.509328438
Hapln3,0.201530819,0.509485926
Rrp1b,0.05377429,0.509542741
Dnaaf3,-0.168982123,0.510092931
AABR07063459.1,0.230627811,0.510244822
AABR07015081.2,0.522005802,0.510587078
Grk2,0.036008047,0.511114361
Cox16,0.102047533,0.511243755
AABR07000385.2,-0.235971024,0.511261453
Tmem270,-0.145246582,0.511801396
Tmem240,-0.080412999,0.512077851
Pole4,-0.05557938,0.512077851
AABR07015055.1,0.445147469,0.512118248
Prdx6,-0.043871244,0.512319393
Ptbp2,0.075841797,0.512718694
Wdfy3,-0.045484252,0.512766445
Serinc5,0.087579342,0.513361647
Lekr1,0.192402391,0.513363486
Cdc7,0.086655582,0.513765042
Mycbp2,-0.050320971,0.513892893
Sgpp1,0.06905256,0.51412269
Hnrnpd,0.068683539,0.514154927
Bbip1,0.145490626,0.514494378
Kcnip1,-0.128992536,0.514506418
Txnl4a,0.058011376,0.514609795
Utp18,-0.055889478,0.51506515
Mcrs1,-0.0399946,0.51544126
Dse,0.105413884,0.515601557
Tsc1,0.048680493,0.515806322
Cmc2,0.215821313,0.515839799
Ecel1,-0.222376102,0.515839799
rnf141,-0.07395012,0.51593148
Zfp827,0.040801659,0.516120114
Prpf40a,-0.059350661,0.516120114
Commd10,-0.066147192,0.516197488
Mrpl16,0.076128462,0.516197488
Aga,0.136834175,0.516343232
Gcdh,0.049912282,0.516587533
Serpine2,0.220722649,0.516602015
Cacna2d3,-0.056582484,0.516682235
Mki67,-0.141835499,0.517505642
AC109048.1,-0.053284575,0.517505642
LOC498231,0.146030385,0.517873502
Zzz3,-0.057515868,0.517983323
Pip5kl1,0.211111523,0.518653584
Tusc3,0.051812149,0.518799323
Asic4,-0.123938094,0.519210978
Mtap,-0.109597296,0.51941713
Mtf1,0.060433796,0.519555874
Phf1,-0.062804867,0.520262383
Gspt1,0.029008179,0.520589106
Bap1,-0.030137083,0.520991798
Thsd7b,-0.1920971,0.521117179
AC105531.1,0.037028237,0.521258981
Nova2,0.052211491,0.521258981
Dok2,0.177968541,0.521512269
Scyl3,-0.085760031,0.521725386
Git1,0.051640203,0.521765595
Sufu,-0.083132372,0.521995451
Galns,-0.066440483,0.522050308
Srp14,0.160314718,0.52226605
Ier5l,0.09684512,0.522400201
Fcrl2,0.246889414,0.522670714
Fscn2,0.124082998,0.52296005
Tp53i3,-0.193824153,0.523119498
Kcnk10,0.046467012,0.523302096
Gfm2,-0.06102577,0.524008442
Bicd1,0.040893138,0.524008442
Zbtb42,-0.217367647,0.524008442
Scap,0.044396614,0.524108605
Vps37a,0.071538828,0.524144628
Mrpl17,0.04431399,0.52490211
Chpt1,0.184983437,0.52490211
Tubb4a,0.053969443,0.525408164
S1pr3,0.305118945,0.525586737
Prss53,0.166848478,0.525641357
LOC100911456,0.119042788,0.525641357
LOC100174910,0.16001022,0.525753959
Uqcrc2,0.049828156,0.525753959
Fastkd3,0.093365718,0.526006713
Wdr66,-0.166412238,0.526217222
Pigl,-0.138737126,0.526321714
Vps37c,0.064867988,0.526436745
Snrpb2,0.075772843,0.52760332
Arap2,0.120561684,0.52763119
Plbd2,-0.038578037,0.52779385
Khdrbs3,0.059887824,0.527828404
Fam20b,-0.039663567,0.527828404
Creld2,-0.094091395,0.527828404
Cmtm3,-0.1048577,0.527828404
Tk1,-0.160821666,0.528592925
Eif4e3,-0.073879033,0.528793606
Cdc16,-0.042531135,0.528793606
Sf3b6,-0.12917254,0.529620645
LOC103693015,-0.061768413,0.529620645
Uba5,-0.056525654,0.530130787
Pusl1,0.069338917,0.53048094
AABR07002774.2,-0.099493684,0.53048094
Mmp17,-0.04707383,0.530995803
Cdh24,-0.082504923,0.53118243
Ndufs7,-0.070106393,0.531228122
Hsd3b7,0.19967253,0.531356355
Sv2a,-0.032393967,0.531443613
Pspn,0.232248178,0.532604768
Osbpl11,0.050465054,0.533120852
Uchl3,0.06228229,0.53332351
RGD1561796,-0.16786944,0.533422071
Cdk19,-0.052577881,0.533433275
Crispld1,-0.19196191,0.533456107
RGD1311345,0.069817288,0.533641293
Mga,0.052195547,0.533982189
AC109542.2,0.248279782,0.533982189
Psmc6,0.06185906,0.534451072
Krit1,0.078749265,0.534554088
Med25,-0.052394982,0.535965291
LOC100911585,0.097820243,0.536048056
Magee1,-0.048137509,0.536382675
Zdhhc3,-0.033354829,0.536511209
Il18bp,0.240674254,0.536674135
Ccdc39,0.07737952,0.536674135
Hus1,0.081195176,0.53680251
Hmgcs1,0.063697056,0.536837598
Grin2d,-0.077282742,0.536837598
Cox10,0.064434842,0.536837598
Phkg2,-0.047346628,0.536959183
Hs2st1,0.035488858,0.537321516
LOC100362980,-0.139006302,0.537543465
Ubxn2b,0.050026242,0.53797416
AC094053.1,-0.039044423,0.53799227
Txnl4b,-0.072741154,0.538071826
Dnttip2,-0.068617213,0.538336231
Mrpl1,-0.12862514,0.538819084
Plekha2,0.317152154,0.539461052
Emid1,-0.117858963,0.53982459
AC127784.5,0.108639924,0.54012114
Ppwd1,0.103892356,0.54015369
Phf10,-0.064018161,0.540594785
AABR07005794.1,-0.206766326,0.541062021
AABR07017110.1,-0.156341369,0.54111017
AABR07009224.1,0.157723164,0.54111017
LOC103692166,-0.060749662,0.541137041
Pigt,0.038500881,0.541230214
RGD1563941,0.192633441,0.541536868
Wbp1,0.056206727,0.542464339
AABR07039334.1,0.069058122,0.542637862
